sender,sentences
Visitor,# دبي - ديرة - بورسعيد - بناء زينة - مكتب / 110 /
Visitor,خلال أوقات الدوام من السبت الى الخميس من الساعة / 10 / حتى الساعة / 18 /
Visitor,هل في رقم وتساب
Visitor,او هل اقدر ادفع من الكويت
Gemma,يمكنكم اذا أردتم الحجز لرحلاتنا المباشرة و الدفع بالبطاقة الائتمانية عن طريق أحد المواقع التالية :
Gemma,اهلا و سهلا
,_______________________________
Visitor,مساء الخير
Gemma,مساء النور
Visitor,رمضان كريم عليكم
Gemma,عبيكم و علينا
Visitor,لديه نقاط ارغب بمعرفة عددهم
Visitor,اذا امكن
Visitor,جربت عن طريق الاستعلام ولم يتم الاستجابه
Gemma,يمكنكم ارسال ايميل مع شرح طلبكم على 
Gemma,مع ارسال رقم العضوية
Visitor,شكرًا جزيلا على سرعة الإجابة 🙏
Gemma,اهلا و سهلا
,_______________________________
Visitor,في كنت ج؟
Visitor,في خدمة الكنت أو لا
Gemma,الخدمة غير متوفرة
Visitor,هل خدمة الكنت متاح
,_______________________________
Visitor,السلام عليكم
Visitor,معلم بدي اطلع من دمشق على مسقط
Visitor,ممكن اعرف سعر التذكرة
Gemma,و عليكم السلام
,_______________________________
Visitor,مرحبا .متى رحلة من دمشق الى يريفان
Gemma,الرحلات كل يوم اثنين
Gemma,بدءا من الشهر الخامس
,_______________________________
Visitor,كيف بدي اعرف اذا عندي حجز عندكن تم لا
Gemma,يجب تزويدنا برقم الحجز PNR
Visitor,بس بدي اتأكد
Gemma,لتزويدكم بتفاصيل رحلتكم
Gemma,يرجى الانتظار
Visitor,وبدي اعرف ايمت الطيارة بأي ساعة اذا ممكن
Gemma,ما اسم المسافر
Gemma,ممكن التاكد من رقم الحجز
Gemma,حجزكم صحيح و هو ذهاب فقط من دمشق الى اربيل
Gemma,و الحجز لشخصين
Visitor,تمام بأي ساعة ؟؟
Gemma,الرحلة يوم الجمعة 31 الشهر الحالي
Gemma,الاقلاع من مطار دمشق الساعة 18:30
Gemma,الوصول الى اربيل الساعة 20:10
Gemma,التواجد في المطار قبل السفر ب 3 ساعات
Visitor,شكراً كتير لك
Gemma,اهلا و سهلا
Visitor,بدي اسألك في على بغداد ؟
Visitor,من مطار دمشق
Gemma,رحلاتنا من دمشق الى بغداد و بالعكس كل سبت و اثنين و اربعاء و خميس
,_______________________________
,_______________________________
Visitor,ممكن استفسار
,_______________________________
Visitor,السلام عا
Gemma,و عليكم السلام
Visitor,هل ممكن حجز تذاكر لشهر أيار من الان
Gemma,كيف يمكننا المساعدة
Visitor,اريد معرفة تكلفة التذكرة الى اربيل
Visitor,لاربع اشخاص بينهم طفلان
,_______________________________
Visitor,ممكن اعرف الرحلة من اللاذقيه عالشارقه شو بتكلف
Visitor,انا بدي طالع فيزا سياحيه
Visitor,خبروني انو التيكت لازم يكون ذهاب واياب
Gemma,تريدون الفيزا عن طريق الشركة؟
Visitor,ممكن اعرف شو التكلفه لهيك تيكت ذهاب واياب
Gemma,و في حال الفيزا يجب ان يكون الحجز ذهاب و اياب
Visitor,ممكن اعمل الفيزا عن طريق الشركه؟
Visitor,وشو بتكلف
Gemma,تتفاوت الاسعار للتذاكر حسب نوع التذكرة و تاريخ الرحلة
Gemma,و لدينا فيزا سياحية لمدة شهر او شهرين
Visitor,بتاريخ 11/4
Gemma,بدخول لمرة واحدة او متعددة
Visitor,دخول مرة واحدة
Gemma,أسعار الفيزا الى الامارات ( دخول لمرة واحدة )
Visitor,# لمدة / 30 / يوم 
Visitor,بسعر / 125 / $ للبالغ 
Visitor,بسعر / 45 / $ للطفل أو للرضيع مع عائلته 
Visitor,# لمدة / 60 / يوم 
Visitor,بسعر / 190 / $ للبالغ 
Visitor,بسعر / 70 / $ للطفل أو للرضيع مع عائلته
Visitor,أسعار الفيزا الى الامارات ( تأشيرة متعددة ) Multiple
Visitor,# لمدة / 30 / يوم 
Visitor,بسعر / 160 / $ للبالغ 
Visitor,بسعر / 50 / $ للطفل أو للرضيع مع عائلته 
Visitor,# لمدة / 60 / يوم 
Visitor,بسعر / 225 / $ للبالغ 
Visitor,بسعر / 75 / $ للطفل أو للرضيع مع عائلته
Gemma,الرحلات من اللاذقية الى الشارقة و بالعكس كل ثلاثاء
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,او يمكنكم التواصل مع وكيلنا في اللاذقية على الرقم / 00963412565246 / الموبايل / 00963930475775 / او زيارته على العنوان :
Visitor,# اللاذقية - شارع / 8 / آذار - مقهى ستيب سابقاً - مقابل بنك بيمو 
Visitor,خلال أوقات الدوام من السبت الى الخميس من الساعة / 10 / حتى الساعة / 17 /
,_______________________________
Visitor,مرحبا.. ممكن رقم تراصل في مدينة الرياض
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في الرياض :
Visitor,# مكتب لمار للسفر - الرياض - الفرع الرئيسي - حي الورود - شارع العروبة - هاتف / 00966114193222 /
Visitor,# مكتب الشاهين للسياحة و السفر - الرياض - شارع الملك فهد - العليا - هاتف / 00966114651115 / او  / 00966554798145 / او / 00966506210409 / او  / 00966566660260 / 
Visitor,# مكتب عطلاتي غير للسياحة و السفر - الرياض - حي النخيل - شارع سالم بن معقل - جانب حلويات اوبرا - هاتف / 00966538004840 / 
Visitor,# مقر العالم للسفريات - الرياض - حي العليا - شارع موسى بن نصير - عمائر السيريكون رقم / 2 / - الدور الأرضي / 00966114818619 /
Visitor,# آفاق دمشق للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966568709247 / أو / 00966112264774 / 
Visitor,# أجنحة الدولية  للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966540822226 / أو / 00966542548964 / أو / 00966112266609 /
Visitor,# وكالة تاج الماسة للسفر و السياحة - حي النهضة - الروضة - تقاطع شارع الأمير بندر مع سلمان الفارسي - هاتف / 00966112314145 / أو / 00966543738539 / أو / 00966550442102 / 
Visitor,# أبراج الشموخ - حي السويدي - الدائري الرابع - هاتف / 00966534776209 / أو / 00966114535981 /
Visitor,# وكالة الدليل للسفر و السياحة - شارع الأمير بندر - هاتف / 00966546114607 /
,_______________________________
Visitor,السلام علكم في رحلة دمشق الى الرياض كل يمت
Gemma,و عليكم السلام
Gemma,الرحلات كل احد و ثلاثاء و جمعة
Visitor,رحلة من دمشق الى طهران
Gemma,الرحلات كل سبت و ثلاثاء
Gemma,للذهاب و الاياب
,_______________________________
Visitor,السلام عليكم
Visitor,موجود رقم واتس اب للتواصل ؟
Gemma,و عليكم السلام
Gemma,يمكنكم التواصل على رقم الواتس اب
Visitor,شكرا كتير
Gemma,اهلا و سهلا
Visitor,اخي الرقم مو موجود واتس اب عليه
Gemma,عليكم حفظ الرقم و اجراء التحديث
Visitor,اي حفظته وعملت تحديث ما طلع عندي
Visitor,موجود رقم تاني؟
Gemma,ما هو بلد التواجد لتزويدكم بالرقم الانسب
Gemma,او يرجى اعادة المحاولة
Gemma,التواصل رسالة صوتية او كتابية
Visitor,اي تمام هلأ زبط يسلم ايديك
Gemma,هل تم التواصل؟
,_______________________________
Gemma,كيف يمكننا المساعدة؟
Visitor,لدي تذكرة سفر من مطار الشارقة إلى مطار دمشق بتاريخ 27/3/2023
Visitor,موعد الإقلاع 16:00
Visitor,هل هو بتوقيت سوريا أم توقيت الإمارات
Gemma,الاقلاع و الوصول يكون بالتوقيت المحلي لكل بلد
Gemma,اي الاقلاع بتوقيت الشارقة و الوصول بتوقيت دمشق
Visitor,حتى لو كانت التذكرة مباعة بدمشق
Gemma,الاقلاع و الوصول بالتوقيت المحلي لكل بلد بغض النظر عن البلد المصدر للتذكرو
Gemma,و التواجد في المطار قبل السفر ب 3 ساعات
Visitor,شكرا جزيلاً على المساعدة
Gemma,اهلا و سهلا
,_______________________________
Gemma,كيف يمكننا المساعدة؟
Visitor,اجاني ايميل من شوي بإلغاء الرحلة ،ممكن اعرف السبب
Gemma,ممكن رقم الحجز PNR
Gemma,ليس رقم الرحلة وانما رقم الحجز
Gemma,ما هو بلد الانطلاق و الوصول للرحلة؟
Visitor,من بيروت الى حلب بتاريخ 29.03
Visitor,الساعة 01.50
Visitor,والوصول الساعة 2.50
Gemma,الالغاء بسبب اعادة الجدولة و يمكن التواصل مع المكتب لمعرفة البدائل المتاحة و اختيار الانسب لكم
Gemma,اهلا و سهلا
,_______________________________
Visitor,مسا الخير  بدي استفسر عن حجوزات طيران من الشارقة لحلب الذهاب بشهر 5 و العودة بشهر 7 يعني شهرين مو مهم اليوم بس بدي ارخص حجز
Gemma,مساء الخير
Gemma,الرحلات كل سبت و اربعاء
Gemma,و تتفاوت الاسعار حسب نوع التذكرة و تاريخ الرحلة
Visitor,التذكرة سياحية لشخص بالغ و طفل
Gemma,للحجز و الاستفسار يمكنكم التواصل مع مكتب فلاي اند مور ( الوكيل العام لأجنحة الشام في الامارات ) على الرقم / 0097142222777 / أو على رقم الموبايل ( واتس اب ) / 00971562744250 / أو / 00971565630434 / أو / 00971545611480 / او زيارته على العنوان :
Visitor,# دبي - ديرة - ميناءسعيد - بناء زينة - مكتب / 110 /
Visitor,خلال أوقات الدوام من السبت الى الخميس من الساعة / 10 / حتى الساعة / 18 /
Visitor,اوك شكرا
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
,_______________________________
Visitor,السلام عليكم
Gemma,و عليكم السلام
Gemma,كيف يمكننا المساعدة؟
Visitor,اذا سمحت بس بدي اسال اذا في رحلات من القامشلي لمطار دمشق بين 20 و 23 نيسان
Gemma,الرحلات ايام الاثنين
Gemma,و الحجز حسب توفر الاماكن
Gemma,و هذا يحدد في المكتب
Visitor,في عطلة شي ايام عيد الفطر؟
Gemma,الرحلات مستمرة
Visitor,تمام يعطيك العافية يارب
Gemma,و لكن بالنسبة لدوام المكتب عليكم المتابعة مع المكتب
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكيلنا في القامشلي على الارقام / 0096352426782 / أو / 0096352447654 /   او زيارته على العنوان :
Visitor,# القامشلي - الحي الغربي - شارع الرئيس
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 14 / و من الساعة / 17 / حتى الساعة / 20 /
Gemma,اهلا و سهلا
Visitor,تمام ان شاء الله شكرا كثيرا
Gemma,على الرحب و السعة دائما
,_______________________________
Visitor,اريد السفر من الرياض الى دمشق
Gemma,رحلاتنا من الرياض الى دمشق و بالعكس ترانزيت عن طريق الكوين
Visitor,اوكيه موافق
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في الرياض :
Visitor,# مكتب لمار للسفر - الرياض - الفرع الرئيسي - حي الورود - شارع العروبة - هاتف / 00966114193222 /
Visitor,# مكتب الشاهين للسياحة و السفر - الرياض - شارع الملك فهد - العليا - هاتف / 00966114651115 / او  / 00966554798145 / او / 00966506210409 / او  / 00966566660260 / 
Visitor,# مكتب عطلاتي غير للسياحة و السفر - الرياض - حي النخيل - شارع سالم بن معقل - جانب حلويات اوبرا - هاتف / 00966538004840 / 
Visitor,# مقر العالم للسفريات - الرياض - حي العليا - شارع موسى بن نصير - عمائر السيريكون رقم / 2 / - الدور الأرضي / 00966114818619 /
Visitor,# آفاق دمشق للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966568709247 / أو / 00966112264774 / 
Visitor,# أجنحة الدولية  للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966540822226 / أو / 00966542548964 / أو / 00966112266609 /
Visitor,# وكالة تاج الماسة للسفر و السياحة - حي النهضة - الروضة - تقاطع شارع الأمير بندر مع سلمان الفارسي - هاتف / 00966112314145 / أو / 00966543738539 / أو / 00966550442102 / 
Visitor,# أبراج الشموخ - حي السويدي - الدائري الرابع - هاتف / 00966534776209 / أو / 00966114535981 /
Visitor,# وكالة الدليل للسفر و السياحة - شارع الأمير بندر - هاتف / 00966546114607 /
Gemma,الرحلات من الرياض الى دمشق ايام السبت و الاثنين و الاربعاء و الخميس
Gemma,و الاياب ايام الاحد و الثلاثاء و الجمعة
,_______________________________
Visitor,السلام عليكم
Gemma,و عليكم السلام
Gemma,كيف يمكننا المساعدة؟
Visitor,ممكن اعرف تواريخ الحجز من سوريا إلى أربيل والاسعار
Gemma,رحلاتنا من دمشق الى اربيل و بالعكس شبه يومية
Gemma,تتفاوت الاسعار حسب نوع التذكرة و تاريخ الرحلة
Visitor,و للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,او للحجز و الاستفسار يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على الرقم الرباعي / 8011 / أو / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
Visitor,بي تاريخشكرا
Gemma,اهلا و سهلا
,_______________________________
Visitor,هل يوجد طيران البحرين من سوريا
Gemma,نعم و الرحلات كل خميس ترانزيت عن طريق مسقط
Visitor,هل استطيع الحجز
Gemma,الحجز من مكاتبنا في سوربا او عن طريق وكيلنا في مسقط
Gemma,و يمكن لشخص من طرفكم الحجز
Gemma,بوجود صور عن جوازات سفر الركاب معه عند الحجز
Visitor,ممكن رقم مكتب محدد في دمشق
Gemma,للحجز و الاستفسار  يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على رقم الهاتف / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
Gemma,الحجز لا يتم هاتفيا
Gemma,و انما بزيارة المكتب و مع وجود صور عن جوازات السفر
Visitor,اود الاستعلام عن السعر والتاريخ
Visitor,يمكنكم الاستفسار من المكتب عن التفاصيل المطلوبة
Gemma,اهلا و سهلا
,_______________________________
Visitor,دهاب من ليبيا الى سوريا
Visitor,كم التكلفة
Gemma,التفاصيل  في مكتب الحجز 
Visitor,و للحجز و الاستفسار يمكنكم التواصل في بنغازي مع
Visitor,# مكتب أجنحة الشام على الرقم / 00218928784043 /
Visitor,# مكتب عبد السلام على الرقم / 00218923527467 /
Gemma,شكرا لتواصلكك معنا
,_______________________________
,_______________________________
