sender,sentences
Visitor,و حاليا السفر ع اللاذقيه من الشارقه فقط لا يوجد من دبي ؟
Gemma,فقط من الشارقة
Visitor,شكرا رح نتواصل مع الارقام اللي تم ارسالها
Gemma,اهلا و سهلا
,_______________________________
Visitor,هل لديكم رحلات من القاهرة الى دمشق؟
Gemma,مصر ليست من وجهات شركتنا
Visitor,الف شكر وبالتوفيق
Gemma,اهلا و سهلا
Visitor,اذا عندك معلومة عن الشركات في الخدمة
Gemma,عذرا ليس لدينا معلومات
Visitor,الف شكر
,_______________________________
Visitor,هل يمكنني حجز تذكرة و الدفع بالليرة السورية
,_______________________________
