sender,sentences
Visitor,# مكتب عطلاتي غير للسياحة و السفر - الرياض - حي النخيل - شارع سالم بن معقل - جانب حلويات اوبرا - هاتف / 00966538004840 / 
Visitor,# مقر العالم للسفريات - الرياض - حي العليا - شارع موسى بن نصير - عمائر السيريكون رقم / 2 / - الدور الأرضي / 00966114818619 /
Visitor,# آفاق دمشق للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966568709247 / أو / 00966112264774 / 
Visitor,# أجنحة الدولية  للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966540822226 / أو / 00966542548964 / أو / 00966112266609 /
Visitor,# وكالة تاج الماسة للسفر و السياحة - حي النهضة - الروضة - تقاطع شارع الأمير بندر مع سلمان الفارسي - هاتف / 00966112314145 / أو / 00966543738539 / أو / 00966550442102 / 
Visitor,# أبراج الشموخ - حي السويدي - الدائري الرابع - هاتف / 00966534776209 / أو / 00966114535981 /
Visitor,# وكالة الدليل للسفر و السياحة - شارع الأمير بندر - هاتف / 00966546114607 /
Visitor,صافي: شكرا جزيلا
Gemma,اهلا و سهلا
,_______________________________
Gemma,اهلا و مرحبالا بكم
,_______________________________
Visitor,بدي ارسل مفتاح لبيت من بيروت لمالمو السويد
Visitor,هل يمكنني فعل هذا؟
Gemma,ليس لدينا اي خدمات شحن الى اوربا
Visitor,كيف احجز للشحن
Gemma,ليس لدينا معلومات
,_______________________________
Gemma,كيف يمكننا المساعدة؟
Visitor,أنا حجزت تكت طيارة ذهاب وإياب من دمشق الى الشارقة ، بعد الوصول وقبل موعد المغادرة بيومين تحدثت مع مكتب السفر لالغاء حجز العودة
Visitor,هل يمكنني الإستفسار هل إذا ماتم إلغاء الحجز وإسترداد قسم من سعر تذكرة الطيران
Gemma,عذرا هنا لا يظهر لدينا ذلك و عليكم المتابعة مع المكتب الذي تم منه الحجز
Visitor,معذرة مرة أخرى ماهي المدة المقدرة لاسترداد الأموال بعد إلغاء الحجز ؟ وماهي نسبة المبلغ المسترد من سعر التذكرة ؟
Gemma,رسوم الالغاء موجودة ضمن شروط التذكرة
Visitor,و المدة تختلف حسب كثافة الطلبات لدى القسم المختص
Visitor,و حجز الاياب لتذكرتكم ملغي
Gemma,اهلا و سهلا
,_______________________________
Visitor,مواعيد الرحلات في شهر رمضان
Visitor,من دمشق إلى الشارقه
Gemma,الرحلات يومية
Gemma,و الحجز حسب توفر الاماكن
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,أو للحجز و الاستفسار يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على الرقم الرباعي / 8011 / أو / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
Visitor,اي ما شغااال الموقع
Visitor,كل ما أعطى المعلومات بيرجع ع نفس الصفحه
Gemma,يمكنكم المتابعة مع المكتب
Gemma,هل تفضلون تزويدكم بمكتب الامارات ايضا
Visitor,حبيباتي انا ب الشارقه
Gemma,للحجز و الاستفسار يمكنكم التواصل مع مكتب فلاي اند مور ( الوكيل العام لأجنحة الشام في الامارات ) على الرقم / 0097142222777 / أو على رقم الموبايل ( واتس اب ) / 00971562744250 / أو / 00971565630434 / أو / 00971545611480 / او زيارته على العنوان :
Visitor,# دبي - ديرة - ميناءسعيد - بناء زينة - مكتب / 110 /
Visitor,خلال أوقات الدوام من السبت الى الخميس من الساعة / 10 / حتى الساعة / 18 /
Visitor,شكرآ لكم
Gemma,اهلا و سهلا
,_______________________________
Visitor,لو سمحت عندي استفسار بخصوص كيفية التقديم على وظائف ضمن شركتكم
Visitor,معك محمد
Gemma,يمكنكم ارسال السيرة الذاتية على البريد الالكتروني :
Visitor,حيث يتم متابعة الطلب من قبل قسم الموارد البشرية
Visitor,أو يمكنكم التقدم عن طريق الرابط :
Visitor,شكرا جدا لذوقك
Gemma,اهلا و سهلا
,_______________________________
Gemma,و عليكم السلام
Visitor,كم الوزن المسموح في رحلة تهران دمشق؟
Gemma,الوزن المسموح به لكل مسافر هو 30 كغ على الميزان و 7 كغ حقيبة يد
Visitor,وما تكلفة الوزن الزائد؟
Visitor,وما تكلفة الوزن الزائد؟
Gemma,يتم حاليا دفع مبلغ 5 دولار عن كل كيلو زيادة في مطار طهران
Gemma,اهلا و سهلا
,_______________________________
Visitor,في رقم للتواصل واتساب
Gemma,يمكنكم التواصل على رقم الواتس اب 00963992878787
Gemma,اهلا و سهلا
,_______________________________
Visitor,شو اسم وكيلكم في الرياض ؟
Visitor,اهلا بكم
Visitor,بدي أعرف اسم وكيلكم في الرياض
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في الرياض :
Visitor,# مكتب لمار للسفر - الرياض - الفرع الرئيسي - حي الورود - شارع العروبة - هاتف / 00966114193222 /
Visitor,# مكتب الشاهين للسياحة و السفر - الرياض - شارع الملك فهد - العليا - هاتف / 00966114651115 / او  / 00966554798145 / او / 00966506210409 / او  / 00966566660260 / 
Visitor,# مكتب عطلاتي غير للسياحة و السفر - الرياض - حي النخيل - شارع سالم بن معقل - جانب حلويات اوبرا - هاتف / 00966538004840 / 
Visitor,# مقر العالم للسفريات - الرياض - حي العليا - شارع موسى بن نصير - عمائر السيريكون رقم / 2 / - الدور الأرضي / 00966114818619 /
Visitor,# آفاق دمشق للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966568709247 / أو / 00966112264774 / 
Visitor,# أجنحة الدولية  للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966540822226 / أو / 00966542548964 / أو / 00966112266609 /
Visitor,# وكالة تاج الماسة للسفر و السياحة - حي النهضة - الروضة - تقاطع شارع الأمير بندر مع سلمان الفارسي - هاتف / 00966112314145 / أو / 00966543738539 / أو / 00966550442102 / 
Visitor,# أبراج الشموخ - حي السويدي - الدائري الرابع - هاتف / 00966534776209 / أو / 00966114535981 /
Visitor,# وكالة الدليل للسفر و السياحة - شارع الأمير بندر - هاتف / 00966546114607 /
Gemma,اهلا و سهلا
,_______________________________
Visitor,كم سعر التذكرة  ذهابا واياب من دمشق إلى الشارقه
Gemma,تتفاوت الأسعار حسب نوع التذكرة و تاريخ الرحلة 
Visitor,و للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,أو للحجز و الاستفسار يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على الرقم الرباعي / 8011 / أو / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
Visitor,ما مكتوب السعر
Gemma,عليكم اختيار تاريخ الذهاب و الاياب و ادخال بيانات المسافرين ليظهر السعر و اذا كانت الرحلة ممتلئة لا يظهر السعر
Gemma,و عليكم اختيار غير تاريخ
Gemma,او يمكنكم المتابعة مع المكتب
Gemma,هل من مساعدة ثانية؟
,_______________________________
Visitor,عفوا بعتذر عالازعاج
Visitor,بس بدي اسال قرايبنا رح يجي من الشارقة اليوم
Visitor,بس ممكن موعد موعد الاقلاع والهبوط ايمت بالضبط مشان نروح عالمطار
Visitor,اهلين فيكم
Gemma,ممكن رقم الحجز
Visitor,والله ما منعرف بس هو اليوم اكيد وقال العصر
Gemma,دقيقة من فضلك
Gemma,من الشارقة الى دمشق ؟
Gemma,الوصول المتوقع الساعة 18:30 ان شاء الله
Visitor,طيب بسلموو❤️
Gemma,اهلا و سهلا
,_______________________________
Visitor,السلام عليكم
Gemma,و عليكم السلام
Visitor,اذا كان عندي وزن زايد كم سعر كل كيلو
Gemma,ما هو بلد الانطلاق و الوصول للرحلة
Visitor,من دبي لسوريا
Gemma,الشارقة او ابوظبي رحلاتنا
Visitor,يختلف السعر لو من الشارقة او ابوظبي
Gemma,يتم حاليا دفع مبلغ 35 درهم عن كل كيلو زيادة في مطار الشارقة او ابوظبي
Gemma,اهلا و سهلا
,_______________________________
Visitor,السلام عليكم ورحمة الله
Visitor,عندكم رحلات من السعوديه لدمشق
Gemma,و عليكم السلام
Gemma,رحلاتنا متوفرة من الرياض و جدة الى دمشق و بالعكس ترانزيت عن طريق الكويت
Visitor,اديش سعر التذكره
Visitor,وكيف بدي احجز
Visitor,انا مقيم في المدينه المنوره
Gemma,الحجز و التفاصيل من مكاتب وكلائنا في الرياض او جدة او الدمام او القصيم
Gemma,يرجى تحديد الانسب لكم
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في جدة :
Visitor,# مكتب لمار للسفر - جدة - حي الروضة - شارع صاري هاتف / 00966126970247 / 
Visitor,# مكتب الشاهين للسياحة و السفر - جدة - شارع الملك محمد عبد العزيز - صيرفي - أمام ميغا مول - الفيصلي هاتف / 00966122841355 / 
Visitor,# مكتب صقور القمة للسياحة و السفر - جدة - شارع صاري - جانب دوار الفلك هاتف / 00966561173253 /  / 00966126395997 / / 00966557778873 / / 00966547779873 /
Visitor,يعطيك العافية
Gemma,اهلا و سهلا
Visitor,سامحني أشغلتك
Visitor,ارسلي مكتب الرياص
Visitor,ربي يوفقك
Gemma,دقيقة من فضلك
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في الرياض :
Visitor,# مكتب لمار للسفر - الرياض - الفرع الرئيسي - حي الورود - شارع العروبة - هاتف / 00966114193222 /
Visitor,# مكتب الشاهين للسياحة و السفر - الرياض - شارع الملك فهد - العليا - هاتف / 00966114651115 / او  / 00966554798145 / او / 00966506210409 / او  / 00966566660260 / 
Visitor,# مكتب عطلاتي غير للسياحة و السفر - الرياض - حي النخيل - شارع سالم بن معقل - جانب حلويات اوبرا - هاتف / 00966538004840 / 
Visitor,# مقر العالم للسفريات - الرياض - حي العليا - شارع موسى بن نصير - عمائر السيريكون رقم / 2 / - الدور الأرضي / 00966114818619 /
Visitor,# آفاق دمشق للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966568709247 / أو / 00966112264774 / 
Visitor,# أجنحة الدولية  للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966540822226 / أو / 00966542548964 / أو / 00966112266609 /
Visitor,# وكالة تاج الماسة للسفر و السياحة - حي النهضة - الروضة - تقاطع شارع الأمير بندر مع سلمان الفارسي - هاتف / 00966112314145 / أو / 00966543738539 / أو / 00966550442102 / 
Visitor,# أبراج الشموخ - حي السويدي - الدائري الرابع - هاتف / 00966534776209 / أو / 00966114535981 /
Visitor,# وكالة الدليل للسفر و السياحة - شارع الأمير بندر - هاتف / 00966546114607 /
Gemma,هل من مساعدة ثانية؟
,_______________________________
Visitor,السلام عليكم
Gemma,و عليكم السلام
Visitor,عفوا حبيت احجز
Gemma,ما هو بلد الانطلاق و الوصول للرحلة؟
Visitor,من دمشق
Visitor,لمطار النجف
Gemma,الرحلات ايام الاحد و الثلاثاء و الجمعة
Gemma,و الحجز حسب توفر الاماكن
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,او للحجز و الاستفسار  يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على رقم الهاتف / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
,_______________________________
Visitor,سعر العذكرة من مطار القاهرة الى مطار حلب ذهاب فقط
,_______________________________
Visitor,لو سمحت انا عم ادخل على مشاهدة الحجز عم دخل المعلومات عم يطلعلي المزيج غير صحيح
Gemma,الخدمة غير متوفرة عن طريق الموقع
Visitor,اوك تمام كيف منكن شوف التفاصيل
Gemma,و يمكنكم ارسال رقم الحجز هنا لتزويدكم بتفاصيل رحلتكم
Gemma,يمكنكم تزويدنا برقم الPNR
Visitor,ال pnr
Gemma,الموجود في اعلى التذكرة
Gemma,اسم المسافر ؟
Visitor,وكمان سؤال في حدد المقاعد من هلق ولا وقت ال البوردينغ
Gemma,و بقية المسافرين؟
Gemma,حجزكم من اللاذقية الى الشارقة بتاريخ 18 الشهر الرابع و الاياب يوم 13 الشهر السادس
Gemma,و يمكنكم تحديد المقاعد المطلوبة و دفع الرسوم عن طريق التواصل مع المكتب الذي تم منه الحجز و طلب ذلك
Visitor,اوك تمام
Gemma,بمدة لا تقل عن 24 ساعة من موعد السفر
Gemma,او يتم التحديد حسب الاماكن المتوفرة في المطار عند البوردينغ بشكل مجاني
Visitor,اوك تمام شكرا
Gemma,اهلا و سهلا
,_______________________________
Visitor,ما هو جدول رحلات هذا الاسبوع الى اربيل
Gemma,الرحلات من دمشق الى اربيل و بالعكس شبه يومية
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
,_______________________________
Visitor,استعلام عن حجز
Visitor,رقم الحجز
Gemma,يرجى الانتظار
Gemma,ما اسم المسافر
Visitor,ابراهيم حمود
Gemma,حجزكم معنا من ابوظبي الى دمشق بتاريخ 9 الشهر الرابع و الاياب بتاريخ 21 الشهر الخامس
Gemma,الحجز صحيح
Visitor,كم ساعة
Visitor,و رقم الجلوس
Gemma,يكون الاقلاع من ابوظبي الساعة 23:55 و الوصول الى دمشق الساعة 2:15 فجرا
Gemma,هل تم حجز مقعد محدد و دفع الرسوم لذلك؟
Gemma,من المكتب؟
Visitor,عن طريق النت
Gemma,الحجز للتذكرة من المكتب؟
Gemma,لتحديد مقعد و دفع الرسوم عليكم مراجعة المكتب الذي تم منه الحجز لاختيار مقعد من الاماكن المتوفرة و دفع الرسوم و يتم ذلك بمدة لا تقل عن 24 ساعة من موعد السفر
Gemma,او يتم تحديد المقعد بشكل مجاني و حسب الاماكن المتوفرة عند البوردينغ في المطار
,_______________________________
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,عذرا هنا ليس لدينا اي تفاصيل عن الاسعار
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكيلنا في موسكو  Charter Green Light Moscow 
Visitor,خلال أوقات الدوام من الاثنين الى الجمعة من الساعة / 9 / حتى الساعة / 17 /
Gemma,اهلا و سهلا
,_______________________________
Visitor,كم سعر البطاقة من موسكو الى الاذقية
Visitor,ذهاب اياب
Gemma,الرحلات متوفرة فقط الى دمشق
Gemma,تتفاوت الاسعار حسب نوع التذكرة و تاريخ الرحلة
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Visitor,في اقرب وقت
Gemma,الحجز و التواجد في موسكو؟
Gemma,لتزويدكم بطريقة الحجز الانسب
,_______________________________
