sender,sentences
Visitor,طيب من جدة أو الرياض مافي مشكلة
Visitor,في أرقام مكاتب وكلاء الكم
Gemma,الرحلات ترانزيت عن طريق الكويت
Gemma,و يتم الحجز لها عن طريق وكلائنا في الرياض  او جدة او الدمام او القصيم
Gemma,و الرحلات الى دمشق او حلب
Gemma,ذهاب و اياب
Visitor,طيب ممكن أرقام التواصل
Gemma,ممكن تحديد الوكلاء في اي منطقة انسب لكم
Visitor,جدة أو الرياض مابتفرق
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في الرياض :
Visitor,# مكتب لمار للسفر - الرياض - الفرع الرئيسي - حي الورود - شارع العروبة - هاتف / 00966114193222 /
Visitor,# مكتب الشاهين للسياحة و السفر - الرياض - شارع الملك فهد - العليا - هاتف / 00966114651115 / او  / 00966554798145 / او / 00966506210409 / او  / 00966566660260 / 
Visitor,# مكتب عطلاتي غير للسياحة و السفر - الرياض - حي النخيل - شارع سالم بن معقل - جانب حلويات اوبرا - هاتف / 00966538004840 / 
Visitor,# مقر العالم للسفريات - الرياض - حي العليا - شارع موسى بن نصير - عمائر السيريكون رقم / 2 / - الدور الأرضي / 00966114818619 /
Visitor,# آفاق دمشق للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966568709247 / أو / 00966112264774 / 
Visitor,# أجنحة الدولية  للسفر و السياحة - النسيم - شارع أبو هريرة - هاتف / 00966540822226 / أو / 00966542548964 / أو / 00966112266609 /
Visitor,# وكالة تاج الماسة للسفر و السياحة - حي النهضة - الروضة - تقاطع شارع الأمير بندر مع سلمان الفارسي - هاتف / 00966112314145 / أو / 00966543738539 / أو / 00966550442102 / 
Visitor,# أبراج الشموخ - حي السويدي - الدائري الرابع - هاتف / 00966534776209 / أو / 00966114535981 /
Visitor,# وكالة الدليل للسفر و السياحة - شارع الأمير بندر - هاتف / 00966546114607 /
Gemma,أو للحجز و الاستفسار يمكنكم التواصل مع وكلائنا في جدة :
Visitor,# مكتب لمار للسفر - جدة - حي الروضة - شارع صاري هاتف / 00966126970247 / 
Visitor,# مكتب الشاهين للسياحة و السفر - جدة - شارع الملك محمد عبد العزيز - صيرفي - أمام ميغا مول - الفيصلي هاتف / 00966122841355 / 
Visitor,# مكتب صقور القمة للسياحة و السفر - جدة - شارع صاري - جانب دوار الفلك هاتف / 00966561173253 /  / 00966126395997 / / 00966557778873 / / 00966547779873 /
Gemma,اهلا و سهلا
,_______________________________
,_______________________________
Visitor,كيف يمكنني تقديم شكوى ضد شركة اجنحة الشام
Gemma,ما الشكوى
Gemma,ممكن التوضيح
Visitor,اسمي محمود دياب
Visitor,كان عندي رحلة ع متن اجنحة الشام من دمشق الى اربيل بتاريخ 22/3
Visitor,أولا الرحلة تاخرت بالاقلاع
Visitor,ثانيا بعد وصولي الى اربيل بتفاجئ بانه كل امتعتي غير موجودة
Visitor,ما بعرف هل هيي بطيارة تانية او نسيانينها بمطار دمشق
Visitor,والاغراض فيها حلويات واكل وادوية ولحد هلا بكون كلها صارت غير صالحة للاستهلاك
Gemma,هل تم تقديم شكوى في مطار اربيل
Visitor,تم تقديم طلب مفقودات
Gemma,نأسف لما حصل معكم و لضمان راحة مسافرينا الكرام يرجى ممن فقد حقيبته او تأخر استلام حقيبته التواصل مع مسؤول المفقودات في مطار دمشق على رقم الواتس اب / 00963958005524 / و تزويده بصورة عن الشكوى المقدمة في المطار الذي فقدت فيه الحقيبة و صورة عن تذكرة سفركم مبيناً فيها رقم الرحلة و صورة عن الحقيبة ان أمكن مع لونها و صورة عن تاغ الحقيبة مع اسم المسافر و رقم هاتفه للتواصل
Gemma,عليكم المتابعة بالطريقة المرسلة لكم
Visitor,بس انا بدي قدم شكوى ضد الشركة
Gemma,مع ترك شرح للامر و الاوراق المطلوبة على رقم الواتس اب المعطى لكم
Gemma,اجراءات الامتعة المتأخرة و المفقودة تتم بهذه الطريقة و في حال لم تتم المتابعة بالشكل المطلوب يمكنكم الاستفسار من قسم المفقودات عن الاجراءات اللازم اتخاذها
Visitor,شكرا على المساعدة
Gemma,اهلا و سهلا
,_______________________________
Visitor,السلام عليكم  ممكن نعرف سعر التذكرة لمصر
Gemma,و عليكم السلام
Gemma,مصر ليست من وجهات شركتنا
,_______________________________
Visitor,هل يوجد تغيير على رحلة دمشق نجف اليوم
Gemma,ممكن رقم الحجز
Gemma,يرجىىارساله لتزويدكم بتفاصيل رحلتكم
Gemma,يرجى الانتظار
Gemma,رحلتكم اليوم بموعدها
Visitor,الاقلاع من دمشق الساعة 17:00 و الوصول الى النجف الساعة 18:30
Gemma,التواجد في المطار قبل السفر ب 3 ساعات
Gemma,نتمنى لكم سفرا مريحا و وصولا بالسلامة
Visitor,شكرااا جزيلا
Gemma,اهلا و سهلا
,_______________________________
Visitor,سلام عليكم ورحمة الله وبركاته
Gemma,و عليكم السلام
Gemma,كيف يمكننا المساعدة ؟
Visitor,كم سعر تاريخ 15 اربعه عل مطار دمشق
Visitor,بي 15 تاريخ 4
Gemma,ما هو بلد الانطلاق و الوصول للرحلة
Visitor,انا موجود بل الشارقه الإمارات
Visitor,كم سعر بي شهر 4 تاريخ 15
,_______________________________
Visitor,اذا بدي اخد شنتة اضافية معي على الرحلة من دمشق الى دبي .. شو التكلفة؟
Visitor,و الدفع بالمطار؟
Gemma,الى الشارقة ام ابوظبي ؟
Gemma,يتم حاليا دفع مبلغ 26000 ليرة عن كل كيلو زيادة في مطار دمشق
Visitor,اوك شكرا
Gemma,اهلا و سهلا
,_______________________________
Visitor,السلام عليكم ممكن اعرف تكلفة الحجز من دمشق الى النجف أو إلى بغداد
Gemma,و عليكم السلام
Gemma,تتفاوت الاسعار حسب نوع التذكرة و تاريخ الرحلة
Visitor,تذكرة عادية وتاريخ 27/3
Gemma,للحجز و الاستفسار  يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على رقم الهاتف / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
,_______________________________
Visitor,اريد ان اسبق في حجز العودة
Gemma,عليكم التواصل مع مكتب الحجز للتاكد من توفر اماكن بالتاريخ المطلوب او الاقرب له
Gemma,و دفع رسوم التغيير
,_______________________________
Visitor,السلام عليكم
Gemma,و عليكم السلام
Visitor,في رحله من البصره لدمشق
Visitor,بتاريخ ١٤/٤
Gemma,نعم كل يوم سبت للذهاب و الاياب
Gemma,و الحجز حسب توفر الاماكن
Visitor,سبت او جمعه
Visitor,انا عندي حجز بعوده مفتوحه بدي ثبت العوده بتاريخ ١٤/٤
Visitor,كيف ثبت
Gemma,عليكم التواصل مع مكتب الحجز للتأكد من توفر اماكن بالتاريخ المطلوب او الاقرب له و تثبيت الاياب
Gemma,اهلا و سهلا
,_______________________________
Gemma,كيف يمكننا المساعدة؟
Visitor,أريد ان أستفسار عن رحلة أمس
Visitor,هل وصلت أم لا لأنني أفتقد مسافر
Gemma,اي رحلة؟
Gemma,ما هو رقم الحجز
Gemma,و بلد الانطلاق و الوصول للرخلة
Visitor,مهند حوري
Visitor,رحلة من دبي إلى دمشق
Visitor,نعم شارقة
Gemma,دقيقة من فضلك
Gemma,وصلت الساعة 18:40
Visitor,شكراً لك
Gemma,اهلا و سهلا
,_______________________________
Visitor,اسعدتم اوقاتا... كنت قد سافرت بتاريخ ٤مارس إلى الشارقة وقد حجزت رحلة ذهاب واياب واحاول منذ عدة ايام الغاء رحلة العودة ولكن دون جدوى لعدم تواصل المكتب الذي حجزت منه ... ارجو الإفادة ولكم جزيل الشكر
,_______________________________
Visitor,كيف اجد حقيبة مفقودة في المطار لم استطع استلامها
,_______________________________
