sender,sentences
Visitor,الاقلاع من الشارقة الساعة 16:00 و الوصول الى دمشق 18:30
Visitor,التواجد في المطار قبل السفر ب 3 ساعات
Gemma,في حال حدث اي تغيير يتم ابلاغ المسافرين به على ارقام الموبايل المعطاة للمكتب عند الحجز
Visitor,غريب من ساعة بعتلي رسالة المكتب قال انو الشركة بعتتلو رسالة انو يمكن الحجز التغى
Gemma,دقيقة من فضلك
Gemma,يرجى ترك اسمكم كاملا مع رقم عليه واتس اب للتواصل
Gemma,للتأكد غدا من القسم المختص خلال اوقات الدوام
Visitor,طيب سؤال تاني اذا بدي عدل الحجز وقربو مثلا ليوم الخميس الامكانية متاحة
Gemma,و الرد عليكم
Visitor,غزوان هشام برازي
Visitor,يوم الخميس 16 الشهر الحالي
Gemma,مع الكود الدولي لو سمحت
Gemma,سيتم الرد على استفساركم غدا خلال اوقات الدوام بعد التأكد من التفاصيل من القسم المختص
Visitor,الشكر الجزيل
Gemma,اهلا و سهلا
,_______________________________
Visitor,كل الشكر
Gemma,اهلا و سهلا
,_______________________________
Visitor,انا حجت تكت بس ما وصلتني ع الايميل ممكن نتاكد من الايميل لو سمحت
Gemma,تريدون التأكد من تفاصيل الحجز ؟
Visitor,تحميل التذكرة بصيغة Pdf
Gemma,كيف تم الحجز؟
Visitor,لان التذكرة ماوصلت للايميل
Gemma,كيف تم الحجز؟
Visitor,عن طريق التطبيق
Gemma,اسم المسافر؟
Visitor,سليمان سموع
Gemma,حجزكم on hold
Gemma,و لم يتم الدفع له
Visitor,صحيح بس مو لازم يبعتولنا الحجز الموقت على الايميل
Gemma,عليكم اولا الاتصال بمكتب سنتريون في دبي لتزويدهم برقم الحجز خلال مهلة الدفع مع مراعاة مواعيد الدوام
Gemma,لاتمام عملية الدفع
Gemma,و بعدها يتم تزويدكم بالتذكرة على الايميل
Gemma,مهلة الدفع حتى تاريخ 15 الشهر الساعة 18:12
Gemma,هل رقم المكتب لديكم؟
Visitor,طيب ممكن تبعتيلي الايميل للتأكيد
Gemma,عذرا لا يمكننا ذلك
Gemma,هنا لا يمكن ذلك
Visitor,شكرا جزيلا لك
Gemma,و مكتب سنتريون يزودكم بالتذكرة بعد الدفع
Visitor,الرقم صحيح ؟
Gemma,رقم المكتب لديكم؟
Visitor,شكرا لكم
Gemma,اهلا و سهلا
Visitor,ممكن نعرف ال PNR ?
Gemma,رقم الPNR هو الكود الذي ارسلته لنا ببداية المحادثة
Visitor,عند ادخاله على التطبيق لاتظهر التذكرة
Gemma,لان الخدمة غير متوفرة عن طريق الموقع
,_______________________________
Visitor,يعطيك العافيه ايمتى في رحلة من موسكو إلى دمشق
Gemma,رحلاتنا من موسكو الى دمشق كل خميس
Gemma,و الاياب من دمشق كل اربعاء
,_______________________________
,_______________________________
Visitor,مرحبا عم دور على حجز من دمشق للقامشلي وين فيني لاقي برنامج الحجز
Gemma,الحجز للرحلات الداخلية من المكتب
Gemma,للحجز و الاستفسار  يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على رقم الهاتف / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
Gemma,الرحلات ايام الاحد
,_______________________________
Visitor,كم تكلفة تذكرة السفر إلى اربيل
Gemma,للحجز و الاستفسار  يمكنكم التواصل مع مكتبنا الرئيسي في دمشق على رقم الهاتف / 9211 / او زيارتنا على العنوان :
Visitor,# دمشق - شارع الفردوس - بناء فيليبس - الطابق الارضي
Visitor,خلال اوقات الدوام من السبت الى الخميس من الساعة / 9 / حتى الساعة / 17 /
,_______________________________
Visitor,كم التكلفة على اربيل إقامة شهر
Gemma,لا علاقة لنا بتأمين اقامات للمسافربن و انما فقط الحجز لتذاكر السفر
Visitor,كم تكلفة تذكرة السفر إلى اربيل
Visitor,الرجاء الرد
Gemma,تتفاوت الاسعار حسب نوع التذكرة و تاريخ الرحلة
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
,_______________________________
Visitor,السلام علكم شو الوجهة العراق
Gemma,و عليكم السلام
Gemma,رحلاتنا من دمشق الى بغداد و النجف و البصرة و اربيل و بالعكس
Visitor,بغداد الى دمشق كل يمت ذهب وعوده
Gemma,كل سبت و اثنين و اربعاء و خميس
,_______________________________
,_______________________________
Visitor,السلام عليكم
Visitor,ممكن رقم وكيل لكم في المملكة العربية السعودية
Gemma,و عليكم السلام
Gemma,وكلاؤنا في الرياض و جدة و الدمام و القصيم
Gemma,يرجى تحديد الانسب
Visitor,الدمام لو سمحت
Gemma,للحجز و الاستفسار يمكنكم التواصل مع وكيلنا في الدمام :
Visitor,# مكتب لمار للسياحة و السفر - الدمام - شارع الملك سعود - حي الربيع - مبنى الهوشان هاتف / 00966138349050 /
Visitor,لكم جزيل الشكر
Gemma,اهلا و سهلا
,_______________________________
Visitor,تكت ذهاب اياب من الشارقة الى دمشق وبالعكس .. من 30-4الى 21-5 كم السعر ؟
Gemma,للحجز و الاطلاع على المواعيد و  الاسعار يمكنكم زيارة موقع شركتنا الالكتروني على الرابط :
Gemma,أو  للحجز و الاستفسار يمكنكم التواصل مع مكتب فلاي اند مور ( الوكيل العام لأجنحة الشام في الامارات ) على الرقم / 0097142222777 / أو على رقم الموبايل ( واتس اب ) / 00971562744250 / أو / 00971565630434 / أو / 00971545611480 / او زيارته على العنوان :
Visitor,# دبي - ديرة - بورسعيد - بناء زينة - مكتب / 110 /
Visitor,خلال أوقات الدوام من السبت الى الخميس من الساعة / 10 / حتى الساعة / 18 /
,_______________________________
Visitor,world wings: صباح الخير
Gemma,صباح النور
Gemma,كيف يمكننا المساعدة؟
Visitor,world wings: نحن شركة اجنحة العالم حجوزات طيران الاضخم والاقدم في تركيا
Gemma,تشرفنا بكم
Visitor,world wings: احاول ملئ  بيان الانضمام للوكلتء لكن يوجد مشكلة بالارسال
Gemma,عليكم ارسال نبذة عن مكتبكم أو شركتكم مع شرح لطلبكم على الايميل
Visitor,ليتم تحويله للقسم المختص و في حال القبول يتم التواصل معكم لتزويدكم بالتفاصيل
Visitor,على الرابط
Visitor,world wings: شكرا جزيلا
Gemma,اهلا و سهلا
,_______________________________
